市县匹配键,特征值,特征数量,特征字段
广州_增城,邊緣/過渡區,4,區域傾向
广州_天河,核心區,48,區域傾向
广州_海珠,核心區,48,區域傾向
广州_番禺,核心區,50,區域傾向
广州_白云,核心區,48,區域傾向
广州_花都,核心區,48,區域傾向
广州_荔湾,核心區,48,區域傾向
广州_越秀,核心區,162,區域傾向
广州_黄埔,核心區,48,區域傾向
惠州_博罗,不明,1,區域傾向
惠州_博罗,核心區,1,區域傾向
惠州_博罗,粵客接觸區,6,區域傾向
惠州_博罗,邊緣/過渡區,3,區域傾向
惠州_惠东,不明,1,區域傾向
惠州_惠东,粵客接觸區,6,區域傾向
惠州_惠城,不明,1,區域傾向
惠州_惠城,核心區,1,區域傾向
惠州_惠城,粵客接觸區,6,區域傾向
惠州_惠城,邊緣/過渡區,3,區域傾向
惠州_惠阳,不明,1,區域傾向
惠州_惠阳,核心區,4,區域傾向
惠州_惠阳,粵客接觸區,6,區域傾向
惠州_惠阳,邊緣/過渡區,16,區域傾向
惠州_龙门,不明,1,區域傾向
惠州_龙门,粵客接觸區,6,區域傾向
揭阳_惠来,客閩接觸區,1,區域傾向
揭阳_惠来,核心區,30,區域傾向
揭阳_揭东,客閩接觸區,1,區域傾向
揭阳_揭东,核心區,64,區域傾向
揭阳_揭西,客閩接觸區,1,區域傾向
揭阳_揭西,核心區,64,區域傾向
揭阳_普宁,客閩接觸區,1,區域傾向
揭阳_普宁,核心區,97,區域傾向
揭阳_榕城,客閩接觸區,1,區域傾向
揭阳_榕城,核心區,30,區域傾向
梅州_丰顺,不明,1,區域傾向
梅州_丰顺,核心區,87,區域傾向
梅州_五华,不明,1,區域傾向
梅州_五华,核心區,81,區域傾向
梅州_兴宁,不明,1,區域傾向
梅州_兴宁,核心區,114,區域傾向
梅州_大埔,不明,1,區域傾向
梅州_大埔,核心區,205,區域傾向
梅州_平远,不明,1,區域傾向
梅州_平远,核心區,79,區域傾向
梅州_梅县,不明,1,區域傾向
梅州_梅县,核心區,81,區域傾向
梅州_梅江,不明,1,區域傾向
梅州_梅江,核心區,80,區域傾向
梅州_蕉岭,不明,1,區域傾向
梅州_蕉岭,核心區,138,區域傾向
汕头_南澳,核心區,62,區域傾向
汕头_潮南,核心區,30,區域傾向
汕头_潮阳,核心區,55,區域傾向
汕头_澄海,核心區,95,區域傾向
汕头_濠江,核心區,30,區域傾向
汕头_金平,核心區,30,區域傾向
汕头_龙湖,核心區,30,區域傾向
汕尾_海丰,多方言接觸區,3,區域傾向
汕尾_海丰,粵閩接觸區,4,區域傾向
江门_台山,核心區,2,區域傾向
江门_开平,核心區,16,區域傾向
江门_开平,邊緣/過渡區,4,區域傾向
江门_恩平,核心區,1,區域傾向
江门_新会,核心區,11,區域傾向
江门_新会,邊緣/過渡區,3,區域傾向
江门_江海,核心區,3,區域傾向
江门_江海,邊緣/過渡區,2,區域傾向
江门_蓬江,核心區,3,區域傾向
江门_蓬江,邊緣/過渡區,2,區域傾向
江门_鹤山,核心區,11,區域傾向
江门_鹤山,粵客接觸區,2,區域傾向
江门_鹤山,邊緣/過渡區,1,區域傾向
河源_东源,不明,1,區域傾向
河源_东源,核心區,11,區域傾向
河源_和平,不明,1,區域傾向
河源_和平,核心區,1,區域傾向
河源_和平,邊緣/過渡區,2,區域傾向
河源_源城,不明,1,區域傾向
河源_源城,核心區,11,區域傾向
河源_紫金,不明,1,區域傾向
河源_紫金,核心區,3,區域傾向
河源_连平,不明,2,區域傾向
河源_连平,核心區,1,區域傾向
河源_龙川,不明,1,區域傾向
河源_龙川,核心區,12,區域傾向
深圳_光明,核心區,1,區域傾向
深圳_南山,核心區,3,區域傾向
深圳_坪山,核心區,1,區域傾向
深圳_宝安,核心區,1,區域傾向
深圳_盐田,核心區,1,區域傾向
深圳_福田,核心區,1,區域傾向
深圳_罗湖,核心區,1,區域傾向
深圳_龙华,核心區,1,區域傾向
深圳_龙岗,核心區,1,區域傾向
清远_佛冈,不明,1,區域傾向
清远_清,不明,1,區域傾向
清远_清,核心區,32,區域傾向
清远_清,邊緣/過渡區,1,區域傾向
清远_清城,不明,1,區域傾向
清远_清城,核心區,31,區域傾向
清远_清城,邊緣/過渡區,1,區域傾向
清远_英德,不明,1,區域傾向
清远_连南瑶族,不明,1,區域傾向
清远_连山壮族瑶族,不明,1,區域傾向
清远_连州,不明,1,區域傾向
清远_连州,邊緣/過渡區,3,區域傾向
清远_阳山,不明,1,區域傾向
湛江_吴川,多方言接觸區,10,區域傾向
湛江_吴川,核心區,2,區域傾向
湛江_吴川,邊緣/過渡區,2,區域傾向
湛江_廉江,多方言接觸區,10,區域傾向
湛江_廉江,核心區,6,區域傾向
湛江_廉江,粵閩接觸區,2,區域傾向
湛江_廉江,邊緣/過渡區,6,區域傾向
湛江_徐闻,多方言接觸區,7,區域傾向
湛江_徐闻,粵閩接觸區,14,區域傾向
湛江_遂溪,多方言接觸區,5,區域傾向
湛江_遂溪,粵閩接觸區,8,區域傾向
湛江_雷州,多方言接觸區,5,區域傾向
湛江_雷州,粵閩接觸區,14,區域傾向
潮州_湘桥,核心區,32,區域傾向
潮州_潮安,核心區,32,區域傾向
潮州_饶平,核心區,32,區域傾向
珠海_斗门,核心區,2,區域傾向
珠海_斗门,邊緣/過渡區,2,區域傾向
珠海_金湾,核心區,2,區域傾向
珠海_金湾,邊緣/過渡區,2,區域傾向
珠海_香洲,核心區,2,區域傾向
珠海_香洲,邊緣/過渡區,2,區域傾向
肇庆_四会,核心區,4,區域傾向
肇庆_封开,核心區,47,區域傾向
肇庆_封开,邊緣/過渡區,1,區域傾向
肇庆_广宁,核心區,2,區域傾向
肇庆_德庆,核心區,50,區域傾向
肇庆_德庆,邊緣/過渡區,9,區域傾向
肇庆_怀集,核心區,2,區域傾向
肇庆_端州,核心區,2,區域傾向
肇庆_高要,核心區,3,區域傾向
肇庆_鼎湖,核心區,2,區域傾向
茂名_信宜,多方言接觸區,20,區域傾向
茂名_信宜,核心區,7,區域傾向
茂名_信宜,粵客接觸區,9,區域傾向
茂名_信宜,邊緣/過渡區,4,區域傾向
茂名_化州,多方言接觸區,20,區域傾向
茂名_化州,核心區,5,區域傾向
茂名_化州,邊緣/過渡區,4,區域傾向
茂名_电白,多方言接觸區,20,區域傾向
茂名_电白,核心區,5,區域傾向
茂名_电白,粵閩接觸區,3,區域傾向
茂名_电白,邊緣/過渡區,4,區域傾向
茂名_茂南,多方言接觸區,10,區域傾向
茂名_茂南,核心區,6,區域傾向
茂名_茂南,粵客接觸區,8,區域傾向
茂名_茂南,邊緣/過渡區,2,區域傾向
茂名_高州,多方言接觸區,20,區域傾向
茂名_高州,核心區,6,區域傾向
茂名_高州,粵客接觸區,8,區域傾向
茂名_高州,邊緣/過渡區,4,區域傾向
阳江_江城,核心區,13,區域傾向
阳江_江城,邊緣/過渡區,2,區域傾向
阳江_阳东,核心區,3,區域傾向
阳江_阳春,核心區,5,區域傾向
阳江_阳西,核心區,3,區域傾向
阳江_阳西,粵閩接觸區,1,區域傾向
韶关_乐昌,不明,1,區域傾向
韶关_乐昌,核心區,1,區域傾向
韶关_乐昌,邊緣/過渡區,2,區域傾向
韶关_乳源瑶族,不明,1,區域傾向
韶关_乳源瑶族,核心區,1,區域傾向
韶关_乳源瑶族,邊緣/過渡區,2,區域傾向
韶关_仁化,不明,1,區域傾向
韶关_仁化,核心區,1,區域傾向
韶关_仁化,邊緣/過渡區,2,區域傾向
韶关_南雄,不明,1,區域傾向
韶关_南雄,核心區,2,區域傾向
韶关_南雄,邊緣/過渡區,2,區域傾向
韶关_始兴,不明,1,區域傾向
韶关_始兴,核心區,1,區域傾向
韶关_始兴,邊緣/過渡區,2,區域傾向
韶关_新丰,不明,1,區域傾向
韶关_新丰,核心區,2,區域傾向
韶关_新丰,邊緣/過渡區,4,區域傾向
韶关_曲江,不明,1,區域傾向
韶关_曲江,核心區,1,區域傾向
韶关_曲江,邊緣/過渡區,2,區域傾向
韶关_武江,不明,1,區域傾向
韶关_武江,核心區,1,區域傾向
韶关_武江,邊緣/過渡區,2,區域傾向
韶关_浈江,不明,1,區域傾向
韶关_浈江,核心區,1,區域傾向
韶关_浈江,邊緣/過渡區,2,區域傾向
韶关_翁源,不明,1,區域傾向
韶关_翁源,核心區,1,區域傾向
韶关_翁源,邊緣/過渡區,2,區域傾向
东莞_东莞,粵語區,97,現代方言區參照
中山_中山,粵語區,5,現代方言區參照
中山_中山,閩語區,1,現代方言區參照
云浮_新兴,粵語區,2,現代方言區參照
云浮_罗定,粵語區,8,現代方言區參照
佛山_顺德,粵語區,11,現代方言區參照
佛山_高明,粵語區,8,現代方言區參照
广州_从化,粵語區,48,現代方言區參照
广州_南沙,粵語區,48,現代方言區參照
广州_增城,粵語區,67,現代方言區參照
广州_天河,粵語區,48,現代方言區參照
广州_海珠,粵語區,48,現代方言區參照
广州_番禺,粵語區,50,現代方言區參照
广州_白云,粵語區,48,現代方言區參照
广州_花都,粵語區,48,現代方言區參照
广州_荔湾,粵語區,48,現代方言區參照
广州_越秀,粵語區,162,現代方言區參照
广州_黄埔,粵語區,48,現代方言區參照
惠州_博罗,客家話區,9,現代方言區參照
惠州_博罗,粵客接觸區,2,現代方言區參照
惠州_惠东,客家話區,7,現代方言區參照
惠州_惠城,客家話區,9,現代方言區參照
惠州_惠城,粵客接觸區,2,現代方言區參照
惠州_惠阳,客家話區,25,現代方言區參照
惠州_惠阳,粵客接觸區,2,現代方言區參照
惠州_龙门,客家話區,7,現代方言區參照
揭阳_惠来,閩語區,31,現代方言區參照
揭阳_揭东,閩語區,65,現代方言區參照
揭阳_揭西,閩語區,65,現代方言區參照
揭阳_普宁,閩語區,98,現代方言區參照
揭阳_榕城,閩語區,31,現代方言區參照
梅州_丰顺,客家話區,87,現代方言區參照
梅州_丰顺,閩語區,1,現代方言區參照
梅州_五华,客家話區,81,現代方言區參照
梅州_五华,閩語區,1,現代方言區參照
梅州_兴宁,客家話區,114,現代方言區參照
梅州_兴宁,閩語區,1,現代方言區參照
梅州_大埔,客家話區,205,現代方言區參照
梅州_大埔,閩語區,1,現代方言區參照
梅州_平远,客家話區,79,現代方言區參照
梅州_平远,閩語區,1,現代方言區參照
梅州_梅县,客家話區,81,現代方言區參照
梅州_梅县,閩語區,1,現代方言區參照
梅州_梅江,客家話區,80,現代方言區參照
梅州_梅江,閩語區,1,現代方言區參照
梅州_蕉岭,客家話區,138,現代方言區參照
梅州_蕉岭,閩語區,1,現代方言區參照
汕头_南澳,閩語區,62,現代方言區參照
汕头_潮南,閩語區,30,現代方言區參照
汕头_潮阳,閩語區,55,現代方言區參照
汕头_澄海,閩語區,95,現代方言區參照
汕头_濠江,閩語區,30,現代方言區參照
汕头_金平,閩語區,30,現代方言區參照
汕头_龙湖,閩語區,30,現代方言區參照
汕尾_海丰,多方言接觸區,3,現代方言區參照
汕尾_海丰,客閩接觸區,1,現代方言區參照
汕尾_海丰,閩語區,3,現代方言區參照
江门_台山,粵語區,2,現代方言區參照
江门_开平,粵語區,20,現代方言區參照
江门_恩平,粵語區,1,現代方言區參照
江门_新会,粵語區,14,現代方言區參照
江门_江海,粵語區,5,現代方言區參照
江门_蓬江,粵語區,5,現代方言區參照
江门_鹤山,粵客接觸區,2,現代方言區參照
江门_鹤山,粵語區,12,現代方言區參照
河源_东源,客家話區,12,現代方言區參照
河源_和平,客家話區,4,現代方言區參照
河源_源城,客家話區,12,現代方言區參照
河源_紫金,客家話區,4,現代方言區參照
河源_连平,客家話區,3,現代方言區參照
河源_龙川,客家話區,13,現代方言區參照
深圳_光明,粵語區,1,現代方言區參照
深圳_南山,粵語區,3,現代方言區參照
深圳_坪山,粵語區,1,現代方言區參照
深圳_宝安,粵語區,1,現代方言區參照
深圳_盐田,粵語區,1,現代方言區參照
深圳_福田,粵語區,1,現代方言區參照
深圳_罗湖,粵語區,1,現代方言區參照
深圳_龙华,粵語區,1,現代方言區參照
深圳_龙岗,粵語區,1,現代方言區參照
清远_佛冈,客家話區,1,現代方言區參照
清远_清,客家話區,1,現代方言區參照
清远_清,粵語區,33,現代方言區參照
清远_清城,客家話區,1,現代方言區參照
清远_清城,粵語區,32,現代方言區參照
清远_英德,客家話區,1,現代方言區參照
清远_连南瑶族,客家話區,1,現代方言區參照
清远_连山壮族瑶族,客家話區,1,現代方言區參照
清远_连州,客家話區,2,現代方言區參照
清远_连州,粵語區,2,現代方言區參照
清远_阳山,客家話區,1,現代方言區參照
湛江_吴川,多方言接觸區,10,現代方言區參照
湛江_吴川,客家話區,2,現代方言區參照
湛江_吴川,粵語區,2,現代方言區參照
湛江_廉江,多方言接觸區,11,現代方言區參照
湛江_廉江,客家話區,5,現代方言區參照
湛江_廉江,粵語區,6,現代方言區參照
湛江_廉江,閩語區,2,現代方言區參照
湛江_徐闻,多方言接觸區,13,現代方言區參照
湛江_徐闻,閩語區,8,現代方言區參照
湛江_遂溪,多方言接觸區,7,現代方言區參照
湛江_遂溪,閩語區,6,現代方言區參照
湛江_雷州,多方言接觸區,7,現代方言區參照
湛江_雷州,客家話區,1,現代方言區參照
湛江_雷州,閩語區,11,現代方言區參照
潮州_湘桥,閩語區,32,現代方言區參照
潮州_潮安,閩語區,32,現代方言區參照
潮州_饶平,閩語區,32,現代方言區參照
珠海_斗门,粵語區,3,現代方言區參照
珠海_斗门,閩語區,1,現代方言區參照
珠海_金湾,粵語區,3,現代方言區參照
珠海_金湾,閩語區,1,現代方言區參照
珠海_香洲,粵語區,3,現代方言區參照
珠海_香洲,閩語區,1,現代方言區參照
肇庆_四会,粵語區,4,現代方言區參照
肇庆_封开,粵語區,48,現代方言區參照
肇庆_广宁,粵語區,2,現代方言區參照
肇庆_德庆,粵語區,59,現代方言區參照
肇庆_怀集,粵語區,2,現代方言區參照
肇庆_端州,粵語區,2,現代方言區參照
肇庆_高要,粵語區,3,現代方言區參照
肇庆_鼎湖,粵語區,2,現代方言區參照
茂名_信宜,多方言接觸區,20,現代方言區參照
茂名_信宜,客家話區,5,現代方言區參照
茂名_信宜,粵客接觸區,9,現代方言區參照
茂名_信宜,粵語區,6,現代方言區參照
茂名_化州,多方言接觸區,20,現代方言區參照
茂名_化州,客家話區,4,現代方言區參照
茂名_化州,粵語區,5,現代方言區參照
茂名_电白,多方言接觸區,20,現代方言區參照
茂名_电白,客家話區,4,現代方言區參照
茂名_电白,粵語區,5,現代方言區參照
茂名_电白,粵閩接觸區,2,現代方言區參照
茂名_电白,閩語區,1,現代方言區參照
茂名_茂南,多方言接觸區,10,現代方言區參照
茂名_茂南,客家話區,2,現代方言區參照
茂名_茂南,粵客接觸區,8,現代方言區參照
茂名_茂南,粵語區,6,現代方言區參照
茂名_高州,多方言接觸區,20,現代方言區參照
茂名_高州,客家話區,4,現代方言區參照
茂名_高州,粵客接觸區,8,現代方言區參照
茂名_高州,粵語區,6,現代方言區參照
阳江_江城,粵語區,15,現代方言區參照
阳江_阳东,粵語區,3,現代方言區參照
阳江_阳春,粵語區,5,現代方言區參照
阳江_阳西,粵語區,3,現代方言區參照
阳江_阳西,粵閩接觸區,1,現代方言區參照
韶关_乐昌,客家話區,2,現代方言區參照
韶关_乐昌,粵語區,2,現代方言區參照
韶关_乳源瑶族,客家話區,2,現代方言區參照
韶关_乳源瑶族,粵語區,2,現代方言區參照
韶关_仁化,客家話區,2,現代方言區參照
韶关_仁化,粵語區,2,現代方言區參照
韶关_南雄,客家話區,3,現代方言區參照
韶关_南雄,粵語區,2,現代方言區參照
韶关_始兴,客家話區,2,現代方言區參照
韶关_始兴,粵語區,2,現代方言區參照
韶关_新丰,客家話區,5,現代方言區參照
韶关_新丰,粵語區,2,現代方言區參照
韶关_曲江,客家話區,2,現代方言區參照
韶关_曲江,粵語區,2,現代方言區參照
韶关_武江,客家話區,2,現代方言區參照
韶关_武江,粵語區,2,現代方言區參照
韶关_浈江,客家話區,2,現代方言區參照
韶关_浈江,粵語區,2,現代方言區參照
韶关_翁源,客家話區,2,現代方言區參照
韶关_翁源,粵語區,2,現代方言區參照
东莞_东莞,延續,59,古今關係
东莞_东莞,弱延續,37,古今關係
东莞_东莞,接觸,1,古今關係
中山_中山,延續,3,古今關係
中山_中山,弱延續,1,古今關係
中山_中山,接觸,2,古今關係
云浮_新兴,延續,2,古今關係
云浮_罗定,延續,6,古今關係
云浮_罗定,弱延續,2,古今關係
佛山_顺德,接觸,11,古今關係
佛山_高明,弱延續,4,古今關係
佛山_高明,接觸,4,古今關係
广州_从化,延續,29,古今關係
广州_从化,弱延續,19,古今關係
广州_南沙,延續,29,古今關係
广州_南沙,弱延續,19,古今關係
广州_增城,延續,36,古今關係
广州_增城,弱延續,27,古今關係
广州_增城,接觸,4,古今關係
广州_天河,延續,29,古今關係
广州_天河,弱延續,19,古今關係
广州_海珠,延續,29,古今關係
广州_海珠,弱延續,19,古今關係
广州_番禺,延續,31,古今關係
广州_番禺,弱延續,19,古今關係
广州_白云,延續,29,古今關係
广州_白云,弱延續,19,古今關係
广州_花都,延續,29,古今關係
广州_花都,弱延續,19,古今關係
广州_荔湾,延續,29,古今關係
广州_荔湾,弱延續,19,古今關係
广州_越秀,延續,87,古今關係
广州_越秀,弱延續,75,古今關係
广州_黄埔,延續,29,古今關係
广州_黄埔,弱延續,19,古今關係
惠州_博罗,弱延續,1,古今關係
惠州_博罗,接觸,10,古今關係
惠州_惠东,接觸,7,古今關係
惠州_惠城,弱延續,1,古今關係
惠州_惠城,接觸,10,古今關係
惠州_惠阳,延續,2,古今關係
惠州_惠阳,弱延續,2,古今關係
惠州_惠阳,接觸,23,古今關係
惠州_龙门,接觸,7,古今關係
揭阳_惠来,延續,20,古今關係
揭阳_惠来,弱延續,9,古今關係
揭阳_惠来,接觸,2,古今關係
揭阳_揭东,延續,38,古今關係
揭阳_揭东,弱延續,25,古今關係
揭阳_揭东,接觸,2,古今關係
揭阳_揭西,延續,38,古今關係
揭阳_揭西,弱延續,25,古今關係
揭阳_揭西,接觸,2,古今關係
揭阳_普宁,延續,52,古今關係
揭阳_普宁,弱延續,44,古今關係
揭阳_普宁,接觸,2,古今關係
揭阳_榕城,延續,20,古今關係
揭阳_榕城,弱延續,9,古今關係
揭阳_榕城,接觸,2,古今關係
梅州_丰顺,延續,57,古今關係
梅州_丰顺,弱延續,29,古今關係
梅州_丰顺,接觸,2,古今關係
梅州_五华,延續,49,古今關係
梅州_五华,弱延續,31,古今關係
梅州_五华,接觸,2,古今關係
梅州_兴宁,延續,70,古今關係
梅州_兴宁,弱延續,43,古今關係
梅州_兴宁,接觸,2,古今關係
梅州_大埔,延續,149,古今關係
梅州_大埔,弱延續,55,古今關係
梅州_大埔,接觸,2,古今關係
梅州_平远,延續,49,古今關係
梅州_平远,弱延續,29,古今關係
梅州_平远,接觸,2,古今關係
梅州_梅县,延續,50,古今關係
梅州_梅县,弱延續,30,古今關係
梅州_梅县,接觸,2,古今關係
梅州_梅江,延續,49,古今關係
梅州_梅江,弱延續,30,古今關係
梅州_梅江,接觸,2,古今關係
梅州_蕉岭,延續,81,古今關係
梅州_蕉岭,弱延續,56,古今關係
梅州_蕉岭,接觸,2,古今關係
汕头_南澳,延續,37,古今關係
汕头_南澳,弱延續,24,古今關係
汕头_南澳,接觸,1,古今關係
汕头_潮南,延續,20,古今關係
汕头_潮南,弱延續,9,古今關係
汕头_潮南,接觸,1,古今關係
汕头_潮阳,延續,32,古今關係
汕头_潮阳,弱延續,22,古今關係
汕头_潮阳,接觸,1,古今關係
汕头_澄海,延續,51,古今關係
汕头_澄海,弱延續,43,古今關係
汕头_澄海,接觸,1,古今關係
汕头_濠江,延續,20,古今關係
汕头_濠江,弱延續,9,古今關係
汕头_濠江,接觸,1,古今關係
汕头_金平,延續,20,古今關係
汕头_金平,弱延續,9,古今關係
汕头_金平,接觸,1,古今關係
汕头_龙湖,延續,20,古今關係
汕头_龙湖,弱延續,9,古今關係
汕头_龙湖,接觸,1,古今關係
汕尾_海丰,接觸,7,古今關係
江门_台山,延續,1,古今關係
江门_台山,弱延續,1,古今關係
江门_开平,延續,9,古今關係
江门_开平,弱延續,7,古今關係
江门_开平,接觸,4,古今關係
江门_恩平,延續,1,古今關係
江门_新会,延續,9,古今關係
江门_新会,弱延續,2,古今關係
江门_新会,接觸,3,古今關係
江门_江海,延續,2,古今關係
江门_江海,弱延續,1,古今關係
江门_江海,接觸,2,古今關係
江门_蓬江,延續,2,古今關係
江门_蓬江,弱延續,1,古今關係
江门_蓬江,接觸,2,古今關係
江门_鹤山,延續,7,古今關係
江门_鹤山,弱延續,4,古今關係
江门_鹤山,接觸,3,古今關係
河源_东源,延續,8,古今關係
河源_东源,弱延續,3,古今關係
河源_东源,接觸,1,古今關係
河源_和平,弱延續,1,古今關係
河源_和平,接觸,3,古今關係
河源_源城,延續,8,古今關係
河源_源城,弱延續,3,古今關係
河源_源城,接觸,1,古今關係
河源_紫金,弱延續,3,古今關係
河源_紫金,接觸,1,古今關係
河源_连平,不明,1,古今關係
河源_连平,弱延續,1,古今關係
河源_连平,接觸,1,古今關係
河源_龙川,延續,3,古今關係
河源_龙川,弱延續,9,古今關係
河源_龙川,接觸,1,古今關係
深圳_光明,延續,1,古今關係
深圳_南山,延續,3,古今關係
深圳_坪山,延續,1,古今關係
深圳_宝安,延續,1,古今關係
深圳_盐田,延續,1,古今關係
深圳_福田,延續,1,古今關係
深圳_罗湖,延續,1,古今關係
深圳_龙华,延續,1,古今關係
深圳_龙岗,延續,1,古今關係
清远_佛冈,接觸,1,古今關係
清远_清,延續,22,古今關係
清远_清,弱延續,10,古今關係
清远_清,接觸,2,古今關係
清远_清城,延續,21,古今關係
清远_清城,弱延續,10,古今關係
清远_清城,接觸,2,古今關係
清远_英德,接觸,1,古今關係
清远_连南瑶族,接觸,1,古今關係
清远_连山壮族瑶族,接觸,1,古今關係
清远_连州,接觸,4,古今關係
清远_阳山,接觸,1,古今關係
湛江_吴川,弱延續,2,古今關係
湛江_吴川,接觸,12,古今關係
湛江_廉江,弱延續,7,古今關係
湛江_廉江,接觸,17,古今關係
湛江_徐闻,接觸,21,古今關係
湛江_遂溪,接觸,13,古今關係
湛江_雷州,接觸,19,古今關係
潮州_湘桥,延續,20,古今關係
潮州_湘桥,弱延續,11,古今關係
潮州_湘桥,接觸,1,古今關係
潮州_潮安,延續,20,古今關係
潮州_潮安,弱延續,11,古今關係
潮州_潮安,接觸,1,古今關係
潮州_饶平,延續,20,古今關係
潮州_饶平,弱延續,11,古今關係
潮州_饶平,接觸,1,古今關係
珠海_斗门,延續,2,古今關係
珠海_斗门,接觸,2,古今關係
珠海_金湾,延續,2,古今關係
珠海_金湾,接觸,2,古今關係
珠海_香洲,延續,2,古今關係
珠海_香洲,接觸,2,古今關係
肇庆_四会,延續,2,古今關係
肇庆_四会,弱延續,2,古今關係
肇庆_封开,延續,29,古今關係
肇庆_封开,弱延續,18,古今關係
肇庆_封开,接觸,1,古今關係
肇庆_广宁,弱延續,2,古今關係
肇庆_德庆,延續,32,古今關係
肇庆_德庆,弱延續,18,古今關係
肇庆_德庆,接觸,9,古今關係
肇庆_怀集,弱延續,2,古今關係
肇庆_端州,弱延續,2,古今關係
肇庆_高要,延續,1,古今關係
肇庆_高要,弱延續,2,古今關係
肇庆_鼎湖,弱延續,2,古今關係
茂名_信宜,弱延續,7,古今關係
茂名_信宜,接觸,33,古今關係
茂名_化州,弱延續,5,古今關係
茂名_化州,接觸,24,古今關係
茂名_电白,弱延續,5,古今關係
茂名_电白,接觸,27,古今關係
茂名_茂南,弱延續,6,古今關係
茂名_茂南,接觸,20,古今關係
茂名_高州,弱延續,6,古今關係
茂名_高州,接觸,32,古今關係
阳江_江城,延續,8,古今關係
阳江_江城,弱延續,5,古今關係
阳江_江城,接觸,2,古今關係
阳江_阳东,弱延續,3,古今關係
阳江_阳春,延續,2,古今關係
阳江_阳春,弱延續,3,古今關係
阳江_阳西,弱延續,3,古今關係
阳江_阳西,接觸,1,古今關係
韶关_乐昌,接觸,4,古今關係
韶关_乳源瑶族,接觸,4,古今關係
韶关_仁化,接觸,4,古今關係
韶关_南雄,接觸,5,古今關係
韶关_始兴,接觸,4,古今關係
韶关_新丰,弱延續,2,古今關係
韶关_新丰,接觸,5,古今關係
韶关_曲江,接觸,4,古今關係
韶关_武江,接觸,4,古今關係
韶关_浈江,接觸,4,古今關係
韶关_翁源,接觸,4,古今關係
东莞_东莞,A,44,證據等級
东莞_东莞,B,15,證據等級
东莞_东莞,C,38,證據等級
中山_中山,B,3,證據等級
中山_中山,C,3,證據等級
云浮_新兴,B,2,證據等級
云浮_罗定,A,3,證據等級
云浮_罗定,B,3,證據等級
云浮_罗定,C,2,證據等級
佛山_顺德,A,1,證據等級
佛山_顺德,C,10,證據等級
佛山_高明,C,8,證據等級
广州_从化,A,10,證據等級
广州_从化,B,19,證據等級
广州_从化,C,19,證據等級
广州_南沙,A,10,證據等級
广州_南沙,B,19,證據等級
广州_南沙,C,19,證據等級
广州_增城,A,17,證據等級
广州_增城,B,19,證據等級
广州_增城,C,31,證據等級
广州_天河,A,10,證據等級
广州_天河,B,19,證據等級
广州_天河,C,19,證據等級
广州_海珠,A,10,證據等級
广州_海珠,B,19,證據等級
广州_海珠,C,19,證據等級
广州_番禺,A,10,證據等級
广州_番禺,B,21,證據等級
广州_番禺,C,19,證據等級
广州_白云,A,10,證據等級
广州_白云,B,19,證據等級
广州_白云,C,19,證據等級
广州_花都,A,10,證據等級
广州_花都,B,19,證據等級
广州_花都,C,19,證據等級
广州_荔湾,A,10,證據等級
广州_荔湾,B,19,證據等級
广州_荔湾,C,19,證據等級
广州_越秀,A,39,證據等級
广州_越秀,B,48,證據等級
广州_越秀,C,75,證據等級
广州_黄埔,A,10,證據等級
广州_黄埔,B,19,證據等級
广州_黄埔,C,19,證據等級
惠州_博罗,B,4,證據等級
惠州_博罗,C,7,證據等級
惠州_惠东,B,4,證據等級
惠州_惠东,C,3,證據等級
惠州_惠城,B,4,證據等級
惠州_惠城,C,7,證據等級
惠州_惠阳,A,5,證據等級
惠州_惠阳,B,9,證據等級
惠州_惠阳,C,13,證據等級
惠州_龙门,B,4,證據等級
惠州_龙门,C,3,證據等級
揭阳_惠来,A,14,證據等級
揭阳_惠来,B,6,證據等級
揭阳_惠来,C,11,證據等級
揭阳_揭东,A,21,證據等級
揭阳_揭东,B,17,證據等級
揭阳_揭东,C,27,證據等級
揭阳_揭西,A,21,證據等級
揭阳_揭西,B,17,證據等級
揭阳_揭西,C,27,證據等級
揭阳_普宁,A,35,證據等級
揭阳_普宁,B,17,證據等級
揭阳_普宁,C,46,證據等級
揭阳_榕城,A,14,證據等級
揭阳_榕城,B,6,證據等級
揭阳_榕城,C,11,證據等級
梅州_丰顺,A,26,證據等級
梅州_丰顺,B,31,證據等級
梅州_丰顺,C,31,證據等級
梅州_五华,A,20,證據等級
梅州_五华,B,29,證據等級
梅州_五华,C,33,證據等級
梅州_兴宁,A,32,證據等級
梅州_兴宁,B,38,證據等級
梅州_兴宁,C,45,證據等級
梅州_大埔,A,102,證據等級
梅州_大埔,B,47,證據等級
梅州_大埔,C,57,證據等級
梅州_平远,A,20,證據等級
梅州_平远,B,29,證據等級
梅州_平远,C,31,證據等級
梅州_梅县,A,21,證據等級
梅州_梅县,B,29,證據等級
梅州_梅县,C,32,證據等級
梅州_梅江,A,20,證據等級
梅州_梅江,B,29,證據等級
梅州_梅江,C,32,證據等級
梅州_蕉岭,A,43,證據等級
梅州_蕉岭,B,38,證據等級
梅州_蕉岭,C,58,證據等級
汕头_南澳,A,15,證據等級
汕头_南澳,B,22,證據等級
汕头_南澳,C,25,證據等級
汕头_潮南,A,14,證據等級
汕头_潮南,B,6,證據等級
汕头_潮南,C,10,證據等級
